,CODI EOI,NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,CODI INE,MUNICIPI,CODI COMARCA,NOM COMARCA,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ALTITUD,LATITUD,LONGITUD,Georeferència
23452,8169009,El Prat de Llobregat (Sagnier),23/01/2023,12,NOX,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,42.0,31.0,47.0,51.0,54.0,57.0,76.0,108.0,129.0,,,,,,38.0,19.0,18.0,26.0,30.0,65.0,208.0,138.0,98.0,118.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
3923,8307012,Vilanova i la Geltrú,17/03/2023,14,O3,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,55.0,52.0,48.0,49.0,48.0,57.0,36.0,32.0,34.0,61.0,74.0,76.0,82.0,90.0,95.0,93.0,98.0,93.0,93.0,94.0,82.0,84.0,65.0,62.0,12,41.218987,1.7211995,
5535,8252006,Barberà del Vallès,13/03/2023,7,NO,µg/m3,background,urban,8252,Barberà del Vallès,40,Vallès Occidental,14.0,14.0,19.0,17.0,14.0,20.0,52.0,82.0,103.0,132.0,67.0,20.0,10.0,8.0,5.0,6.0,2.0,1.0,1.0,1.0,9.0,4.0,2.0,1.0,131,41.512684,2.1253984,POINT (2.1253984 41.512684)
9746,8124009,Mollet del Vallès,01/03/2023,9,PM2.5,µg/m3,traffic,suburban,8124,Mollet del Vallès,41,Vallès Oriental,11.0,11.0,12.0,13.0,13.0,12.0,15.0,18.0,21.0,24.0,22.0,21.0,17.0,9.0,12.0,13.0,13.0,16.0,17.0,17.0,27.0,32.0,37.0,35.0,90,41.549183,2.2120984,POINT (2.2120984 41.549183)
22342,8019058,Barcelona (Observatori Fabra),26/01/2023,7,NO,µg/m3,background,suburban,8019,Barcelona,13,Barcelonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,415,41.41843,2.1238973,POINT (2.1238973 41.41843)
15667,43148003,Tarragona (Bonavista),13/02/2023,65,H2S,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,1.2,1.4,1.0,1.1,1.1,1.1,1.0,1.1,1.1,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.7,1.2,1.3,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
1570,25196001,Montsec,23/03/2023,7,NO,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1570,42.05132,0.7295987,
10050,8169009,El Prat de Llobregat (Sagnier),28/02/2023,12,NOX,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,18.0,14.0,15.0,17.0,12.0,28.0,25.0,30.0,35.0,35.0,36.0,35.0,41.0,34.0,28.0,17.0,25.0,26.0,35.0,38.0,31.0,28.0,20.0,21.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
16786,8101001,L'Hospitalet de Llobregat,10/02/2023,10,PM10,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,31.0,30.0,28.0,26.0,24.0,26.0,33.0,35.0,37.0,40.0,28.0,23.0,14.0,17.0,24.0,28.0,29.0,27.0,25.0,26.0,29.0,27.0,22.0,23.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
5837,43148001,Tarragona (Sant Salvador),12/03/2023,7,NO,µg/m3,traffic,suburban,43148,Tarragona,36,Tarragonès,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,77,41.15951,1.2396973,POINT (1.2396973 41.15951)
24720,8112003,Manlleu,19/01/2023,12,NOX,µg/m3,background,suburban,8112,Manlleu,24,Osona,36.0,32.0,30.0,12.0,10.0,15.0,41.0,63.0,93.0,100.0,37.0,17.0,15.0,14.0,14.0,10.0,13.0,21.0,25.0,12.0,9.0,7.0,8.0,6.0,460,42.003307,2.2872992,POINT (2.2872992 42.003307)
4997,8114006,Martorell,14/03/2023,7,NO,µg/m3,background,suburban,8114,Martorell,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,78,41.475384,1.9212021,
21400,8263001,Sant Vicenç dels Horts (Ribot),29/01/2023,7,NO,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,7.0,9.0,38,41.39219,2.0097985,POINT (2.0097985 41.39219)
21366,8205002,Sant Cugat del Vallès,29/01/2023,8,NO2,µg/m3,background,urban,8205,Sant Cugat del Vallès,40,Vallès Occidental,19.0,20.0,24.0,23.0,18.0,15.0,20.0,24.0,27.0,,14.0,11.0,11.0,11.0,9.0,7.0,22.0,29.0,35.0,49.0,41.0,43.0,49.0,39.0,113,41.476814,2.0889983,POINT (2.0889983 41.476814)
1835,8019043,Barcelona (Eixample),23/03/2023,6,CO,mg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,26,41.385315,2.1537998,
23286,43123005,Reus,23/01/2023,65,H2S,µg/m3,traffic,suburban,43123,Reus,8,Baix Camp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
6481,17013001,Begur,10/03/2023,8,NO2,µg/m3,background,rural,17013,Begur,10,Baix Empordà,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,8.0,6.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
22867,43148003,Tarragona (Bonavista),25/01/2023,8,NO2,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,13.0,9.0,10.0,7.0,11.0,26.0,23.0,40.0,41.0,44.0,30.0,20.0,18.0,17.0,12.0,8.0,9.0,11.0,14.0,10.0,9.0,8.0,7.0,6.0,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
3769,25209001,Sort,18/03/2023,9,PM2.5,µg/m3,background,rural,25209,Sort,26,Pallars Sobirà,7.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,10.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,692,42.405407,1.1299014,
12339,8125002,Montcada i Reixac,22/02/2023,8,NO2,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,20.0,23.0,15.0,24.0,29.0,30.0,36.0,55.0,66.0,82.0,66.0,53.0,38.0,28.0,20.0,28.0,27.0,27.0,28.0,31.0,63.0,45.0,39.0,29.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
22449,43060003,Flix,26/01/2023,331,Hg,ng/m3,industrial,suburban,43060,Flix,30,Ribera d¿Ebre,2.3,1.5,1.4,1.4,1.4,1.4,1.5,1.5,1.5,1.5,1.6,2.3,2.0,5.2,4.3,7.8,7.7,7.8,8.1,7.4,5.0,2.4,1.8,1.7,90,41.229984,0.5469444,POINT (0.5469444 41.229984)
9916,25120001,Lleida,01/03/2023,14,O3,µg/m3,traffic,urban,25120,Lleida,33,Segrià,56.0,56.0,53.0,50.0,36.0,9.0,4.0,3.0,4.0,10.0,36.0,43.0,55.0,63.0,66.0,72.0,74.0,70.0,64.0,39.0,40.0,30.0,28.0,14.0,220,41.615818,0.6157005,POINT (0.6157005 41.615818)
17872,25196001,Montsec,07/02/2023,8,NO2,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
22513,8307012,Vilanova i la Geltrú,26/01/2023,14,O3,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,45.0,46.0,46.0,44.0,42.0,38.0,32.0,24.0,21.0,21.0,33.0,38.0,42.0,49.0,55.0,60.0,58.0,46.0,26.0,12.0,10.0,14.0,12.0,14.0,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
1441,8015021,Badalona,24/03/2023,14,O3,µg/m3,background,urban,8015,Badalona,13,Barcelonès,44.0,31.0,45.0,46.0,42.0,63.0,32.0,31.0,32.0,34.0,28.0,59.0,55.0,63.0,69.0,98.0,105.0,96.0,96.0,90.0,82.0,61.0,36.0,33.0,7,41.443985,2.2378986,
21390,8124009,Mollet del Vallès,29/01/2023,7,NO,µg/m3,traffic,suburban,8124,Mollet del Vallès,41,Vallès Oriental,4.0,2.0,1.0,1.0,1.0,2.0,8.0,37.0,44.0,16.0,8.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,56.0,56.0,69.0,48.0,55.0,90,41.549183,2.2120984,POINT (2.2120984 41.549183)
12598,8279011,Terrassa,22/02/2023,6,CO,mg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,0.4,0.4,0.4,0.4,0.4,0.6,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
13140,43004005,Alcanar,20/02/2023,7,NO,µg/m3,industrial,rural,43004,Alcanar,22,Montsià,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7,40.552807,0.53000027,POINT (0.53000027 40.552807)
16510,43148003,Tarragona (Bonavista),11/02/2023,65,H2S,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,1.5,1.2,1.1,1.2,1.2,1.1,1.2,1.2,1.9,2.1,2.1,1.2,1.1,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.4,1.3,1.3,1.1,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
18413,43064001,Gandesa,06/02/2023,9,PM2.5,µg/m3,background,rural,43064,Gandesa,37,Terra Alta,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,8.0,12.0,7.0,9.0,14.0,8.0,9.0,12.0,10.0,11.0,11.0,9.0,9.0,19.0,9.0,9.0,368,41.058212,0.43969983,POINT (0.43969983 41.058212)
11246,8019044,Barcelona (Gràcia - Sant Gervasi),25/02/2023,14,O3,µg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,26.0,30.0,44.0,45.0,52.0,55.0,45.0,23.0,21.0,33.0,30.0,25.0,33.0,45.0,47.0,62.0,66.0,59.0,54.0,49.0,44.0,40.0,32.0,36.0,57,41.398724,2.1533988,POINT (2.1533988 41.398724)
1900,43171002,Vila-seca (IES Vila-seca),22/03/2023,65,H2S,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,1.2,1.1,1.1,1.1,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.0,1.0,1.1,1.1,33,41.102505,1.1494449,
10322,8096014,Granollers,28/02/2023,14,O3,µg/m3,traffic,urban,8096,Granollers,41,Vallès Oriental,64.0,50.0,46.0,63.0,64.0,52.0,19.0,17.0,37.0,40.0,19.0,,,63.0,71.0,69.0,59.0,54.0,59.0,60.0,53.0,53.0,64.0,66.0,133,41.598682,2.2870984,POINT (2.2870984 41.598682)
13774,43005002,Alcover,18/02/2023,6,CO,mg/m3,industrial,rural,43005,Alcover,1,Alt Camp,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,238,41.278687,1.1798977,POINT (1.1798977 41.278687)
5268,43103001,Perafort (Puigdelfí),13/03/2023,65,H2S,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,1.7,1.7,2.0,1.7,2.1,1.7,1.7,1.7,,,,,,1.8,1.3,1.4,1.3,1.2,1.2,1.3,1.4,1.2,1.4,1.2,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
8675,43171002,Vila-seca (IES Vila-seca),04/03/2023,1,SO2,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,41.102505,1.1494449,POINT (1.1494449 41.102505)
7716,8089005,Gavà,07/03/2023,14,O3,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,35.0,38.0,35.0,32.0,29.0,25.0,20.0,12.0,8.0,15.0,48.0,53.0,69.0,84.0,95.0,99.0,99.0,86.0,60.0,49.0,56.0,56.0,41.0,37.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
15954,43148028,Tarragona (Parc de la Ciutat),12/02/2023,8,NO2,µg/m3,background,urban,43148,Tarragona,36,Tarragonès,25.0,9.0,10.0,8.0,7.0,8.0,8.0,10.0,15.0,23.0,23.0,11.0,17.0,13.0,9.0,8.0,10.0,9.0,19.0,34.0,77.0,76.0,47.0,24.0,13,41.1174,1.2417027,POINT (1.2417027 41.1174)
5341,8169009,El Prat de Llobregat (Sagnier),13/03/2023,1,SO2,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
17961,8169009,El Prat de Llobregat (Sagnier),07/02/2023,8,NO2,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,9.0,9.0,10.0,13.0,10.0,14.0,17.0,19.0,23.0,25.0,20.0,18.0,21.0,25.0,25.0,16.0,15.0,14.0,11.0,13.0,13.0,13.0,12.0,10.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
24819,43103001,Perafort (Puigdelfí),19/01/2023,10,PM10,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
19201,8019042,Barcelona (Sants),04/02/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,47.0,26.0,13.0,14.0,7.0,14.0,1.0,8.0,7.0,5.0,6.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,35,41.37878,2.133099,POINT (2.133099 41.37878)
14598,8019057,Barcelona (Palau Reial),16/02/2023,10,PM10,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,20.0,17.0,11.0,13.0,12.0,14.0,11.0,12.0,17.0,40.0,49.0,45.0,16.0,12.0,16.0,18.0,18.0,16.0,22.0,25.0,29.0,24.0,15.0,16.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
22183,8102005,Igualada,26/01/2023,12,NOX,µg/m3,industrial,suburban,8102,Igualada,6,Anoia,9.0,9.0,16.0,17.0,16.0,25.0,36.0,72.0,83.0,117.0,111.0,35.0,24.0,18.0,17.0,23.0,38.0,42.0,86.0,76.0,65.0,51.0,34.0,24.0,311,41.5784,1.6230061,POINT (1.6230061 41.5784)
23706,8113007,Manresa,22/01/2023,10,PM10,µg/m3,traffic,urban,8113,Manresa,7,Bages,24.0,11.0,9.0,8.0,15.0,13.0,6.0,9.0,10.0,11.0,13.0,14.0,10.0,27.0,16.0,8.0,8.0,13.0,19.0,23.0,25.0,25.0,19.0,15.0,238,41.730293,1.8253003,POINT (1.8253003 41.730293)
3098,43013002,L'Ametlla de Mar,19/03/2023,12,NOX,µg/m3,background,rural,43013,"Ametlla de Mar, l'",9,Baix Ebre,13.0,9.0,7.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,6.0,8.0,14.0,13.0,10.0,9.0,34,40.90248,0.8097212,
10768,8096014,Granollers,27/02/2023,10,PM10,µg/m3,traffic,urban,8096,Granollers,41,Vallès Oriental,4.0,6.0,10.0,12.0,3.0,8.0,10.0,12.0,21.0,27.0,20.0,8.0,9.0,9.0,9.0,13.0,14.0,13.0,18.0,20.0,12.0,5.0,9.0,12.0,133,41.598682,2.2870984,POINT (2.2870984 41.598682)
17624,8089005,Gavà,08/02/2023,1,SO2,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
10712,25209001,Sort,27/02/2023,10,PM10,µg/m3,background,rural,25209,Sort,26,Pallars Sobirà,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,692,42.405407,1.1299014,POINT (1.1299014 42.405407)
6727,43162002,Vandellòs (Viver),10/03/2023,1,SO2,µg/m3,industrial,rural,43162,Vandellòs i l'Hospitalet de l',8,Baix Camp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,60,41.009453,0.91277903,POINT (0.91277903 41.009453)
22901,43014001,Amposta,24/01/2023,8,NO2,µg/m3,background,suburban,43014,Amposta,22,Montsià,4.0,3.0,3.0,3.0,3.0,4.0,4.0,7.0,14.0,12.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,10.0,12.0,11.0,9.0,7.0,6.0,4.0,8,40.706703,0.5817011,POINT (0.5817011 40.706703)
23757,25051001,Bellver de Cerdanya,22/01/2023,14,O3,µg/m3,background,rural,25051,Bellver de Cerdanya,15,Cerdanya,76.0,78.0,75.0,76.0,78.0,82.0,78.0,90.0,90.0,88.0,88.0,86.0,89.0,88.0,86.0,85.0,84.0,82.0,81.0,81.0,78.0,75.0,74.0,64.0,1060,42.368282,1.7767994,POINT (1.7767994 42.368282)
14191,8305006,Vilafranca del Penedès,17/02/2023,12,NOX,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,29.0,27.0,12.0,15.0,16.0,17.0,18.0,47.0,87.0,44.0,30.0,40.0,33.0,51.0,22.0,20.0,14.0,9.0,14.0,41.0,99.0,95.0,63.0,56.0,192,41.346813,1.6865987,POINT (1.6865987 41.346813)
1665,8252006,Barberà del Vallès,23/03/2023,8,NO2,µg/m3,background,urban,8252,Barberà del Vallès,40,Vallès Occidental,23.0,20.0,22.0,21.0,23.0,31.0,40.0,42.0,33.0,23.0,22.0,28.0,23.0,23.0,16.0,25.0,51.0,29.0,45.0,46.0,53.0,54.0,42.0,55.0,131,41.512684,2.1253984,
22573,8279011,Terrassa,25/01/2023,8,NO2,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,18.0,11.0,10.0,5.0,18.0,24.0,25.0,37.0,29.0,25.0,21.0,24.0,23.0,20.0,19.0,21.0,21.0,26.0,31.0,30.0,31.0,21.0,30.0,17.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
17816,25120001,Lleida,07/02/2023,6,CO,mg/m3,traffic,urban,25120,Lleida,33,Segrià,0.4,0.5,0.5,0.4,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,220,41.615818,0.6157005,POINT (0.6157005 41.615818)
15432,43171002,Vila-seca (IES Vila-seca),14/02/2023,12,NOX,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,26.0,19.0,20.0,22.0,24.0,19.0,28.0,55.0,80.0,67.0,43.0,16.0,10.0,11.0,13.0,14.0,15.0,24.0,50.0,109.0,136.0,208.0,148.0,68.0,33,41.102505,1.1494449,POINT (1.1494449 41.102505)
22674,8113007,Manresa,25/01/2023,8,NO2,µg/m3,traffic,urban,8113,Manresa,7,Bages,25.0,24.0,21.0,20.0,14.0,14.0,18.0,25.0,28.0,23.0,17.0,16.0,8.0,11.0,12.0,11.0,16.0,23.0,30.0,49.0,42.0,32.0,30.0,23.0,238,41.730293,1.8253003,POINT (1.8253003 41.730293)
13368,17125001,Pardines,19/02/2023,14,O3,µg/m3,background,rural,17125,Pardines,31,Ripollès,67.0,69.0,68.0,70.0,70.0,70.0,68.0,70.0,71.0,62.0,67.0,84.0,87.0,90.0,91.0,93.0,95.0,96.0,83.0,81.0,79.0,74.0,73.0,72.0,1226,42.31196,2.2130551,POINT (2.2130551 42.31196)
20026,8125002,Montcada i Reixac,01/02/2023,12,NOX,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,163.0,132.0,125.0,127.0,133.0,159.0,215.0,325.0,409.0,407.0,320.0,171.0,56.0,39.0,19.0,25.0,66.0,103.0,98.0,166.0,206.0,219.0,119.0,203.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
21196,43123005,Reus,29/01/2023,6,CO,mg/m3,traffic,suburban,43123,Reus,8,Baix Camp,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
20561,43047001,Constantí,31/01/2023,14,O3,µg/m3,industrial,suburban,43047,Constantí,36,Tarragonès,17.0,30.0,27.0,23.0,32.0,16.0,10.0,6.0,7.0,16.0,40.0,57.0,68.0,81.0,88.0,87.0,79.0,66.0,52.0,46.0,32.0,28.0,29.0,31.0,56,41.15493,1.2177014,POINT (1.2177014 41.15493)
22682,17079003,Girona (Escola de Música),25/01/2023,8,NO2,µg/m3,traffic,urban,17079,Girona,20,Gironès,31.0,12.0,9.0,10.0,11.0,13.0,23.0,29.0,59.0,47.0,32.0,20.0,16.0,17.0,20.0,20.0,24.0,28.0,30.0,27.0,22.0,29.0,25.0,20.0,73,41.97638,2.8165,POINT (2.8165 41.97638)
23485,43162005,Vandellòs (Barranc del Terme),23/01/2023,12,NOX,µg/m3,industrial,rural,43162,Vandellòs i l'Hospitalet de l',8,Baix Camp,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,96,40.93944,0.83139044,POINT (0.83139044 40.93944)
21505,8121013,Mataró,28/01/2023,14,O3,µg/m3,background,urban,8121,Mataró,21,Maresme,14.0,35.0,37.0,40.0,36.0,29.0,35.0,34.0,29.0,29.0,29.0,34.0,41.0,55.0,55.0,56.0,53.0,48.0,45.0,47.0,46.0,50.0,53.0,58.0,40,41.547176,2.4432983,POINT (2.4432983 41.547176)
2214,8019057,Barcelona (Palau Reial),22/03/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,1.0,1.0,1.0,5.0,1.0,1.0,1.0,24.0,26.0,12.0,10.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,41.38749,2.1151996,
12643,8157003,Pallejà (Roca de Vilana),21/02/2023,1,SO2,µg/m3,industrial,suburban,8157,Pallejà,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,41.41528,1.9905012,POINT (1.9905012 41.41528)
8457,8301004,Viladecans - Atrium,05/03/2023,30,C6H6,µg/m3,background,suburban,8301,Viladecans,11,Baix Llobregat,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.9,0.7,14,41.31335,2.0136087,POINT (2.0136087 41.31335)
24844,8305006,Vilafranca del Penedès,19/01/2023,12,NOX,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,3.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,11.0,7.0,,,,,,,,4.0,7.0,3.0,2.0,5.0,4.0,2.0,192,41.346813,1.6865987,POINT (1.6865987 41.346813)
8983,43103001,Perafort (Puigdelfí),03/03/2023,30,C6H6,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,1.0,1.4,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
2538,8260010,Santa Perpètua de Mogoda,21/03/2023,12,NOX,µg/m3,traffic,suburban,8260,Santa Perpètua de Mogoda,40,Vallès Occidental,31.0,31.0,33.0,30.0,28.0,49.0,114.0,187.0,200.0,98.0,45.0,19.0,35.0,27.0,27.0,21.0,24.0,32.0,34.0,40.0,46.0,73.0,104.0,74.0,84,41.526722,2.1838,
21319,8194008,Sant Adrià de Besòs,29/01/2023,14,O3,µg/m3,traffic,urban,8194,Sant Adrià de Besòs,13,Barcelonès,25.0,27.0,24.0,29.0,26.0,36.0,26.0,27.0,23.0,25.0,25.0,24.0,38.0,50.0,56.0,59.0,60.0,48.0,36.0,21.0,3.0,8.0,9.0,16.0,7,41.425594,2.2221997,POINT (2.2221997 41.425594)
23014,8019054,Barcelona (Parc Vall Hebron),24/01/2023,1,SO2,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,136,41.42611,2.1480017,POINT (2.1480017 41.42611)
2544,8307012,Vilanova i la Geltrú,21/03/2023,10,PM10,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,14.0,13.0,13.0,15.0,17.0,18.0,25.0,33.0,37.0,20.0,10.0,21.0,39.0,16.0,11.0,9.0,15.0,21.0,16.0,11.0,20.0,23.0,20.0,17.0,12,41.218987,1.7211995,
